,b,c,e,f,g,h,i,m,n,a,d,j,k,l
21942,4,11,6,8,4,1,0,19,1,52,9,0,0,40
21943,4,11,0,6,1,4,0,39,0,66,9,0,0,30
21944,1,9,2,1,0,4,1,39,0,47,13,4091,0,41
21945,6,11,4,8,4,4,0,39,0,38,9,0,0,42
21946,5,12,2,4,0,4,1,0,1,30,14,15024,0,60
21947,4,11,4,1,1,4,1,39,0,27,9,2618,0,40
21948,4,15,0,1,4,2,0,39,0,41,10,0,0,34
21949,4,9,2,4,0,4,1,39,1,49,13,1389,1663,44
21950,4,11,5,7,2,4,1,39,0,21,9,0,0,40
21951,4,11,5,3,1,4,1,39,0,41,9,486,674,43
21952,4,12,2,10,0,4,1,39,1,45,14,162,550,44
21953,4,11,4,8,3,4,0,39,0,17,9,2963,52,29
21954,4,11,4,14,4,4,1,26,0,24,9,0,0,40
21955,1,15,4,1,1,4,1,39,0,24,10,0,0,42
21956,4,15,2,3,0,4,1,39,0,27,10,125,377,33
21957,4,11,0,8,1,2,0,39,0,48,9,0,867,23
21958,4,8,2,1,5,4,0,39,0,27,11,0,0,17
21959,6,11,4,8,3,4,0,39,0,28,9,0,0,40
21960,5,9,2,12,0,1,1,0,1,41,13,1780,0,45
21961,4,11,2,7,0,2,1,39,0,44,9,1053,0,37
21962,4,8,2,14,0,4,1,39,1,46,11,10180,0,93
21963,4,8,2,8,0,4,1,39,0,29,11,0,0,22
21964,4,11,4,12,1,4,1,39,0,29,9,46,395,30
21965,4,11,0,1,1,4,0,39,0,24,9,0,157,35
21966,4,15,6,7,1,4,0,39,0,65,10,0,0,20
21967,4,8,2,14,0,4,1,39,0,40,11,678,0,69
21968,2,9,2,10,0,4,1,39,0,43,13,241,181,29
21969,4,11,0,3,1,4,1,39,1,46,9,7132,0,41
21970,4,11,2,7,0,4,1,39,0,45,9,1673,45,38
21971,4,11,2,1,5,4,0,39,0,33,9,720,109,18
21972,4,9,2,10,0,4,1,39,1,54,13,10468,582,55
21973,2,11,2,8,0,4,1,39,0,55,9,1455,670,28
21974,4,11,4,3,3,4,1,39,0,19,9,497,304,37
21975,4,15,4,8,1,4,1,39,0,35,10,1055,38,26
21976,4,9,4,1,1,4,1,39,0,27,13,325,1104,37
21977,4,11,0,6,1,4,1,39,0,49,9,324,864,35
21978,4,11,2,7,0,4,1,39,0,50,9,1407,331,36
21979,4,14,4,10,1,4,0,39,0,48,15,0,0,36
21980,7,9,0,10,1,4,0,39,0,34,13,0,1046,45
21981,0,8,4,0,2,4,0,0,0,23,11,0,0,40
21982,1,11,2,1,0,4,1,39,0,36,9,142,139,39
21983,2,12,4,4,1,4,0,39,1,44,14,13423,0,57
21984,6,14,2,10,0,4,1,39,1,47,15,47784,526,19
21985,0,15,4,0,3,4,0,39,0,22,10,229,165,36
21986,4,7,2,6,0,4,1,39,0,37,12,959,0,49
21987,5,11,2,4,0,4,1,39,0,68,9,293,17,53
21988,4,7,4,12,1,4,1,39,0,24,12,0,0,42
21989,6,9,0,13,1,4,1,39,0,37,13,0,0,15
21990,4,15,0,13,1,4,1,39,0,28,10,0,802,44
21991,7,2,4,1,1,2,0,39,0,34,8,0,0,40
21992,4,0,5,8,4,4,0,39,0,27,6,1489,0,38
21993,4,6,0,3,1,4,1,39,0,43,5,0,0,41
21994,4,11,5,3,1,2,1,39,0,25,9,0,0,40
21995,1,9,2,10,0,4,1,39,1,45,13,1336,448,47
21996,4,9,2,12,0,4,1,39,1,26,13,17800,1304,38
21997,4,12,2,10,0,4,1,39,1,35,14,4498,279,41
21998,4,9,6,1,1,4,0,39,1,54,13,0,0,80
21999,4,11,2,3,0,4,1,39,0,34,9,717,45,43
22000,4,1,4,1,4,4,0,39,0,23,7,0,0,34
22001,4,10,2,10,0,4,1,39,1,46,16,14110,102,61
22002,4,11,0,1,4,4,0,39,1,58,9,1630,1920,38
22003,4,11,4,3,3,4,1,39,0,29,9,22,75,39
22004,4,11,2,12,0,4,1,39,1,48,9,12839,829,50
22005,4,11,4,13,1,4,0,39,0,32,9,100,0,46
22006,4,11,4,7,3,4,1,39,0,30,9,434,131,35
22007,4,12,2,13,0,4,1,39,1,50,14,3186,1501,29
22008,4,11,2,4,0,4,1,39,0,44,9,261,160,52
22009,4,11,4,1,4,4,0,39,0,43,9,0,583,48
22010,4,11,2,13,0,2,1,39,1,46,9,0,0,40
22011,0,1,2,0,0,4,1,39,0,52,7,49,472,38
22012,4,11,0,7,1,2,0,39,0,51,9,0,0,41
22013,4,1,2,3,0,4,1,39,0,61,7,1205,470,51
22014,5,11,2,5,0,4,1,39,0,50,9,485,28,49
22015,4,11,4,7,1,4,0,39,0,29,9,0,243,42
22016,4,11,5,6,4,2,0,39,0,38,9,0,0,42
22017,4,11,0,8,1,4,1,39,0,36,9,595,465,35
22018,4,11,2,6,0,4,1,39,1,36,9,5566,656,43
22019,4,11,4,6,3,2,0,39,0,24,9,0,0,36
22020,4,5,2,10,0,4,1,39,0,38,4,0,0,53
22021,4,11,2,6,0,4,1,39,0,42,9,439,146,12
22022,2,9,4,11,1,4,1,39,0,26,13,2838,391,42
22023,4,14,2,10,0,1,1,24,0,31,15,0,0,36
22024,4,15,4,10,1,4,0,39,1,60,10,0,0,38
22025,5,9,2,10,0,4,1,22,1,50,13,0,0,45
22026,4,15,0,1,1,4,0,39,0,45,10,429,51,30
22027,4,11,2,7,0,4,1,39,1,46,9,2720,276,37
22028,6,12,2,10,0,4,1,39,0,51,14,0,0,18
22029,4,5,4,5,1,4,1,39,0,23,4,0,0,37
22030,1,10,2,10,0,4,1,39,1,35,16,76,414,46
22031,4,11,2,6,0,4,1,39,1,38,9,247,363,43
22032,4,12,0,12,1,4,1,39,1,48,14,11367,0,50
22033,4,11,2,14,0,4,1,39,1,53,9,2056,457,60
22034,1,15,0,1,1,4,1,39,0,47,10,0,1800,41
22035,4,11,4,6,3,4,1,39,0,35,9,24,0,53
22036,4,11,4,7,4,3,0,4,0,26,9,0,0,40
22037,0,11,2,0,0,4,1,39,0,55,9,1457,379,46
22038,4,15,2,8,0,1,1,30,0,56,10,0,0,40
22039,4,12,0,4,4,4,0,39,0,42,14,0,135,27
22040,4,11,0,14,2,4,1,39,0,32,9,0,0,48
22041,4,7,4,4,1,4,0,39,0,50,12,1264,0,46
22042,4,15,2,7,0,2,1,39,1,36,10,7317,516,40
22043,4,15,2,4,0,4,1,39,1,52,10,23779,174,38
22044,4,11,4,1,3,4,0,39,0,17,9,582,0,39
22045,7,15,5,10,4,2,0,39,0,39,10,0,0,39
22046,4,9,2,12,0,4,1,39,1,35,13,11547,391,55
22047,4,15,4,7,4,4,0,39,0,32,10,0,0,40
22048,6,11,2,5,0,4,1,39,0,46,9,1184,237,21
22049,0,8,2,0,5,4,0,39,0,50,11,3224,0,10
22050,0,12,2,0,5,4,0,39,0,47,14,0,0,26
22051,4,11,2,6,0,4,1,39,0,38,9,253,108,31
22052,4,8,0,1,1,4,0,39,0,43,11,0,0,59
22053,7,9,2,3,0,4,1,39,1,59,13,0,0,49
22054,4,9,2,4,0,4,1,39,0,29,13,411,593,41
22055,4,15,2,7,0,4,1,39,0,22,10,814,355,28
22056,4,0,2,14,0,4,1,39,1,41,6,1432,851,66
22057,4,8,4,4,1,2,0,39,0,25,11,0,0,40
22058,4,11,2,14,0,4,1,39,0,33,9,389,232,34
22059,4,11,5,1,4,2,0,39,0,53,9,0,0,36
22060,7,15,2,4,5,4,0,39,1,36,10,7113,0,39
22061,6,11,4,5,3,4,1,39,0,24,9,0,0,44
22062,4,8,2,3,0,4,1,39,1,30,11,1259,426,39
22063,4,11,2,12,0,4,1,39,0,56,9,501,543,48
22064,4,11,4,7,4,4,1,39,0,29,9,3816,201,46
22065,0,8,6,0,1,4,0,39,0,45,11,215,985,9
22066,0,15,4,0,3,4,0,39,0,19,10,295,46,24
22067,4,1,2,3,0,4,1,39,1,33,7,3221,1292,43
22068,4,15,4,8,1,4,1,39,0,28,10,373,164,41
22069,6,6,2,3,0,3,1,13,0,34,5,0,0,40
22070,4,14,2,10,0,4,1,39,1,45,15,23691,1488,45
22071,4,11,2,8,0,4,1,39,0,39,9,166,27,42
22072,4,9,2,4,0,4,1,39,1,49,13,19784,1079,61
22073,5,10,2,10,0,4,1,39,0,45,16,0,1089,58
22074,4,15,4,4,1,2,1,23,0,32,10,0,0,40
22075,0,11,2,0,0,4,1,39,0,46,9,1658,344,15
22076,4,6,2,3,0,4,1,39,0,24,5,482,0,34
22077,4,15,0,4,4,4,0,39,0,43,10,674,27,50
22078,7,10,2,10,1,1,1,3,0,56,16,2885,0,40
22079,4,4,2,3,0,4,1,39,0,56,3,0,1018,51
22080,4,11,0,12,4,4,0,39,0,56,9,0,166,50
22081,7,11,2,14,0,4,1,39,1,38,9,0,0,39
22082,7,12,2,10,5,2,0,39,1,50,14,0,482,40
22083,4,11,2,7,0,4,1,39,0,27,9,906,31,43
22084,4,11,2,3,0,4,1,39,0,32,9,541,161,52
22085,0,11,6,0,1,4,0,39,0,80,9,1364,114,31
22086,7,15,0,13,1,3,0,39,0,46,10,0,0,48
22087,4,1,4,12,1,4,0,39,0,18,7,0,0,23
22088,4,11,2,3,0,4,1,39,1,35,9,22372,84,46
22089,4,15,4,6,3,2,1,39,0,18,10,0,0,27
22090,4,11,0,1,4,4,0,26,0,37,9,0,0,40
22091,4,15,2,10,0,4,1,39,1,34,10,2375,444,34
22092,4,15,2,4,0,4,1,39,1,36,10,17637,427,48
22093,1,0,4,8,4,2,0,39,0,33,6,0,0,40
22094,2,9,4,10,1,4,0,39,0,38,13,331,549,38
22095,4,7,2,12,0,4,1,39,1,38,12,2778,312,46
22096,4,9,0,1,1,4,0,0,0,51,13,0,0,40
22097,0,11,2,0,0,4,1,39,1,66,9,726,1084,47
22098,4,15,4,6,3,4,1,39,0,22,10,0,186,45
22099,4,6,0,14,1,4,1,39,0,47,5,0,0,38
22100,4,11,4,3,1,4,1,39,0,19,9,376,262,42
22101,4,12,2,12,0,4,1,39,1,42,14,8266,346,38
22102,4,15,2,10,0,4,1,39,1,35,10,5664,154,42
22103,2,7,2,1,5,4,0,39,1,47,12,0,0,35
22104,4,1,2,12,0,4,1,39,0,47,7,0,0,35
22105,6,15,2,3,0,4,1,39,1,53,10,645,837,61
22106,0,11,6,0,1,4,0,39,0,83,9,190,1821,43
22107,4,11,4,5,3,2,1,39,0,24,9,0,0,40
22108,6,9,0,4,1,2,1,0,0,34,13,0,0,21
22109,4,11,4,6,4,4,1,39,0,26,9,0,266,43
22110,4,11,2,8,0,4,1,39,0,28,9,767,175,46
22111,4,8,2,13,0,1,1,39,0,33,11,0,0,10
22112,4,11,2,14,2,4,1,39,0,24,9,0,0,68
22113,7,15,3,13,4,4,1,39,0,22,10,0,0,20
22114,4,9,0,4,1,4,1,39,0,34,13,2110,0,49
22115,4,15,4,11,3,4,1,39,0,19,10,938,0,39
22116,4,9,4,1,1,4,1,39,0,30,13,509,381,41
22117,4,9,4,10,1,4,1,0,1,39,13,6536,0,40
22118,4,6,4,9,4,4,0,8,0,29,5,0,0,24
22119,4,11,2,3,0,4,1,39,1,52,9,7223,288,41
22120,0,11,4,0,4,2,0,39,0,21,9,0,0,29
22121,4,4,2,8,0,4,1,26,0,32,3,0,372,58
22122,4,7,4,10,3,4,1,39,0,39,12,0,0,40
22123,4,15,4,1,3,4,0,39,0,22,10,639,547,11
22124,4,11,2,7,0,4,1,39,0,40,9,721,56,35
22125,4,11,2,1,0,4,1,39,0,21,9,931,0,26
22126,4,11,0,12,1,4,1,39,0,37,9,1037,45,46
22127,4,11,2,3,0,4,1,39,0,62,9,115,127,41
22128,6,15,2,8,5,4,0,39,0,59,10,0,0,66
22129,4,9,4,12,1,4,0,39,0,29,13,1745,670,34
22130,4,9,4,7,3,2,0,39,0,24,13,0,0,40
22131,2,9,2,10,5,4,0,39,1,28,13,1245,498,41
22132,4,15,2,3,0,4,1,39,1,47,10,4390,66,38
22133,4,12,2,12,0,4,1,39,1,42,14,1771,150,33
22134,4,9,4,10,1,1,1,39,1,29,13,10013,1067,41
22135,6,9,2,12,0,4,1,39,0,56,13,443,0,36
22136,4,15,4,12,3,4,1,39,0,23,10,55,289,33
22137,4,0,4,3,2,2,1,39,0,40,6,0,0,55
22138,4,11,5,8,1,4,1,39,0,25,9,0,0,40
22139,4,13,3,6,4,4,1,26,0,30,1,0,0,40
22140,4,15,4,9,3,4,0,39,0,19,10,0,0,20
22141,4,11,0,3,4,4,1,39,0,34,9,506,209,45
22142,6,15,2,5,0,4,1,39,0,33,10,4,61,8
22143,4,9,6,4,1,4,1,39,1,66,13,9751,330,47
22144,4,7,2,12,0,4,1,39,0,40,12,0,0,41
22145,4,11,4,4,4,2,0,39,0,28,9,0,0,33
22146,4,15,0,9,1,4,0,39,0,41,10,0,0,26
22147,4,7,4,8,1,1,0,30,0,27,12,0,0,35
22148,4,8,2,3,0,4,1,39,1,37,11,786,83,46
22149,4,11,0,12,1,4,1,39,0,28,9,1236,336,42
22150,4,15,0,8,4,4,0,39,0,46,10,0,0,52
22151,4,11,4,7,3,4,0,39,0,18,9,430,0,40
22152,4,11,0,3,1,4,1,39,0,30,9,805,346,67
22153,4,15,4,1,3,4,1,39,0,21,10,298,490,38
22154,4,8,4,7,1,4,1,39,0,36,11,0,0,44
22155,4,2,4,12,2,4,1,39,0,21,8,710,0,48
22156,4,12,4,4,1,4,0,39,0,32,14,50,68,35
22157,4,11,2,10,0,4,1,39,1,46,9,2092,501,46
22158,4,15,4,8,1,4,0,39,0,39,10,217,460,31
22159,4,11,0,3,4,2,1,39,1,55,9,0,0,48
22160,7,9,4,10,1,4,0,39,0,30,13,296,422,50
22161,4,15,0,7,3,3,1,26,0,36,10,0,0,40
22162,4,9,4,10,3,4,1,39,0,25,13,0,420,52
22163,2,11,5,8,4,4,0,39,0,28,9,0,0,34
22164,4,15,2,12,0,4,1,39,0,62,10,1048,407,35
22165,4,0,0,4,4,4,0,39,0,38,6,0,0,39
22166,4,7,2,4,0,4,1,39,1,38,12,4034,490,46
22167,7,11,2,1,0,4,1,39,0,52,9,861,156,39
22168,4,15,2,4,5,4,0,39,1,44,10,2784,323,34
22169,7,15,2,8,0,4,1,39,0,20,10,0,0,25
22170,4,8,0,10,4,4,0,39,0,37,11,1152,296,37
22171,4,11,2,6,0,4,1,39,1,41,9,4191,161,39
22172,4,11,4,7,1,4,1,39,0,31,9,312,117,34
22173,4,15,4,8,3,4,1,39,0,18,10,116,265,27
22174,5,11,2,8,5,4,0,31,0,38,9,0,0,20
22175,7,12,0,10,1,4,0,39,0,42,14,0,0,51
22176,4,5,6,4,1,4,1,39,1,71,4,6097,0,40
22177,6,11,2,12,0,4,1,39,0,42,9,1096,537,67
22178,4,11,2,7,0,4,1,39,0,49,9,632,190,43
22179,4,11,2,4,0,4,1,39,1,47,9,5688,982,41
22180,5,10,2,10,0,4,1,39,1,34,16,240,681,63
22181,4,7,2,4,5,4,0,39,1,30,12,0,354,36
22182,4,8,6,1,4,4,0,39,0,43,11,0,0,18
22183,0,0,2,0,0,4,1,39,0,80,6,67,0,65
22184,0,12,2,0,0,4,1,39,1,56,14,3340,510,41
22185,4,11,4,13,4,2,0,39,0,29,9,0,0,40
22186,4,11,2,7,0,4,1,39,0,35,9,1113,477,45
22187,4,1,2,3,0,4,1,39,1,31,7,5789,168,39
22188,2,12,5,10,1,4,1,39,0,48,14,0,1876,50
22189,6,14,4,10,1,4,1,39,0,43,15,1144,154,32
22190,4,11,0,4,1,4,1,39,0,42,9,206,0,64
22191,4,12,0,4,4,4,1,39,0,43,14,0,0,44
22192,4,11,2,12,0,4,1,26,0,56,9,0,0,30
22193,0,11,4,0,1,4,1,39,0,53,9,0,1,26
22194,4,15,4,12,1,4,0,39,0,23,10,0,146,54
22195,7,14,2,10,5,4,0,39,1,37,15,0,0,39
22196,4,11,4,6,3,2,1,39,0,22,9,0,0,33
22197,4,7,2,4,5,4,0,39,1,41,12,0,160,46
22198,4,6,3,8,1,2,0,23,0,49,5,0,0,16
22199,7,15,4,13,1,4,0,39,0,35,10,2724,0,53
22200,4,9,4,10,1,2,1,39,0,30,13,0,0,41
22201,1,9,2,10,0,1,1,30,1,44,13,15024,0,40
22202,4,11,2,3,0,4,1,39,0,54,9,151,53,46
22203,4,11,2,7,5,0,0,39,0,31,9,0,0,40
22204,1,15,0,1,4,4,0,39,0,40,10,0,529,40
22205,4,11,4,1,2,4,0,39,0,48,9,0,394,36
22206,4,15,2,7,0,4,1,39,0,23,10,1206,192,42
22207,4,5,2,7,0,4,1,39,0,57,4,0,0,46
22208,4,11,4,5,4,4,1,0,0,25,9,0,0,30
22209,6,0,2,4,0,4,1,39,0,37,6,0,0,40
22210,4,7,2,4,0,4,1,39,1,44,12,3566,626,38
22211,4,11,4,3,1,4,1,39,0,42,9,347,212,43
22212,4,12,2,13,0,4,1,39,1,38,14,3650,634,50
22213,4,11,4,5,1,4,1,0,0,29,9,0,0,50
22214,4,15,4,10,1,4,1,39,0,43,10,0,123,36
22215,4,9,2,4,0,4,1,39,1,30,13,10043,180,52
22216,4,11,2,3,0,4,1,39,0,41,9,200,42,45
22217,2,9,2,10,5,4,0,39,0,35,13,1398,407,67
22218,4,9,4,3,1,4,1,39,1,56,13,11941,0,71
22219,4,15,2,12,0,4,1,0,1,50,10,0,0,39
22220,4,5,2,14,0,0,1,26,0,34,4,0,0,45
22221,4,0,0,8,1,4,0,39,0,29,6,0,0,28
22222,4,15,2,3,0,4,1,39,0,27,10,773,139,44
22223,7,14,4,10,1,1,1,19,0,26,15,2463,0,50
22224,0,11,2,0,5,4,0,39,1,49,9,3854,595,4
22225,4,14,2,10,0,4,1,39,1,57,15,27101,580,54
22226,0,5,2,0,5,4,0,26,0,34,4,0,0,40
22227,4,7,2,1,5,4,0,39,0,37,12,0,0,50
22228,4,9,4,4,1,4,1,39,0,41,13,254,1189,41
22229,7,8,2,10,0,4,1,39,1,46,11,574,0,39
22230,4,15,5,8,4,4,0,39,0,29,10,0,0,15
22231,4,11,5,8,4,2,0,39,0,42,9,0,0,28
22232,4,6,2,12,0,2,1,39,1,57,5,0,0,55
22233,5,9,2,12,0,4,1,39,1,48,13,14113,496,44
22234,4,12,4,10,1,4,0,39,0,27,14,929,115,38
22235,4,11,2,1,5,2,0,39,0,40,9,668,0,39
22236,4,9,2,4,0,4,1,39,1,51,13,36004,568,37
22237,4,15,0,3,1,4,1,39,0,48,10,716,126,45
22238,4,15,0,1,3,4,0,39,0,26,10,0,0,22
22239,7,11,2,8,0,4,1,39,0,30,9,0,1316,40
22240,4,11,6,12,1,4,0,39,0,57,9,266,441,37
22241,1,7,0,1,4,1,1,30,0,45,12,0,2080,40
22242,1,9,2,1,0,1,1,30,1,40,13,3055,1460,40
22243,1,11,2,1,0,2,1,39,1,36,9,0,250,47
22244,4,9,2,3,0,4,1,39,1,47,13,39746,622,47
22245,5,9,2,4,0,1,1,24,1,50,13,7688,0,50
22246,4,9,2,10,0,4,1,39,1,37,13,12733,1026,49
22247,4,11,0,10,1,4,1,39,0,43,9,0,0,42
22248,2,11,6,4,2,4,0,39,0,71,9,0,0,33
22249,4,15,4,6,3,4,1,39,0,25,10,0,133,36
22250,6,15,0,4,1,4,1,39,1,61,10,0,0,50
22251,4,5,2,7,0,4,1,39,0,51,4,0,0,46
22252,4,11,4,4,1,4,0,39,0,23,9,109,0,50
22253,2,11,4,6,3,2,1,39,0,20,9,0,0,40
22254,4,11,4,12,1,4,0,39,0,19,9,665,495,46
22255,7,12,4,10,4,4,1,39,0,32,14,0,0,40
22256,4,15,4,4,1,4,1,39,0,33,10,253,12,57
22257,4,15,4,12,3,2,0,39,0,19,10,576,0,26
22258,4,9,2,12,0,4,1,39,1,49,13,5093,951,37
22259,5,12,2,4,0,4,1,39,1,40,14,27936,278,44
22260,4,0,4,8,3,4,0,39,0,17,6,252,50,9
22261,4,15,4,8,4,4,0,39,0,25,10,0,0,33
22262,6,15,2,12,0,0,1,39,0,42,10,0,0,45
22263,7,10,0,10,1,4,0,39,1,40,16,10754,0,40
22264,1,11,2,3,0,4,1,39,1,36,9,76,575,41
22265,5,8,2,4,2,4,1,39,1,43,11,0,0,50
22266,5,11,2,1,5,4,0,39,1,60,9,1556,1656,27
22267,2,11,2,4,0,4,1,39,0,67,9,630,0,33
22268,4,9,4,10,1,4,1,39,0,32,13,156,223,38
22269,2,9,4,10,1,4,0,39,0,47,13,570,10,24
22270,4,11,2,7,0,4,1,39,1,28,9,15552,145,47
22271,4,5,5,8,1,4,0,39,0,54,4,0,0,26
22272,4,6,6,8,4,2,0,39,0,60,5,0,0,25
22273,4,11,0,1,1,2,1,39,0,34,9,0,0,40
22274,0,9,4,0,3,4,1,39,0,25,13,2090,0,41
22275,4,15,0,4,1,4,0,39,0,40,10,738,370,64
22276,4,15,4,13,3,4,0,39,0,29,10,0,0,26
22277,4,9,2,12,0,4,1,39,1,54,13,8287,323,55
22278,0,15,4,0,3,4,0,39,0,19,10,11,115,27
22279,4,12,2,12,0,4,1,10,1,28,14,0,0,45
22280,4,9,4,3,1,4,1,39,0,39,13,121,0,57
22281,5,6,2,3,0,4,1,39,1,60,5,0,0,45
22282,4,14,2,10,0,4,1,39,1,45,15,32166,306,43
22283,4,9,4,12,1,3,0,39,1,40,13,0,0,55
22284,6,15,2,3,0,4,1,39,1,55,10,1206,290,54
22285,4,11,4,12,1,2,0,39,0,37,9,0,0,48
22286,4,11,2,8,2,2,0,39,0,38,9,0,0,38
22287,4,11,0,7,4,4,1,39,0,32,9,0,254,43
22288,4,5,4,14,1,3,1,33,0,47,4,0,0,48
22289,4,15,4,3,4,2,1,39,0,30,10,0,0,40
22290,4,15,4,1,3,4,0,39,0,35,10,237,556,14
22291,4,9,2,12,0,4,1,39,1,47,13,755,944,37
22292,4,11,4,6,3,4,1,39,0,30,9,54,0,48
22293,6,11,2,8,5,4,0,39,0,30,9,2713,901,25
22294,4,11,2,8,5,4,0,39,0,43,9,779,198,30
22295,0,15,2,0,5,4,0,39,1,35,10,5090,1708,11
22296,4,1,4,8,3,4,0,39,0,20,7,40,206,27
22297,5,11,2,12,0,4,1,39,0,63,9,0,219,79
22298,4,9,2,12,0,4,1,39,1,46,13,3492,1770,46
22299,5,9,0,12,1,4,0,39,0,63,13,0,0,44
22300,4,11,4,3,3,4,0,39,0,39,9,0,0,31
22301,4,9,2,12,0,4,1,39,0,39,13,1115,133,65
22302,4,9,4,4,1,4,1,39,0,41,13,210,339,44
22303,4,10,2,4,0,4,1,39,1,55,16,13229,70,61
22304,4,8,2,1,5,1,0,19,0,28,11,0,0,40
22305,4,15,5,12,4,2,0,39,0,32,10,0,0,38
22306,6,5,2,5,0,4,1,39,0,53,4,0,0,39
22307,4,15,4,13,3,4,1,39,0,25,10,0,138,44
22308,4,8,2,7,0,4,1,39,0,65,11,446,637,43
22309,4,9,4,10,1,4,0,39,0,30,13,659,348,30
22310,1,1,6,1,1,4,0,39,0,46,7,0,0,29
22311,4,11,0,4,1,4,1,39,0,32,9,807,0,48
22312,4,2,2,14,0,4,1,39,1,49,8,10446,0,44
22313,4,15,4,12,3,4,0,39,0,19,10,106,98,33
22314,7,9,2,4,0,4,1,39,0,41,13,0,0,35
22315,6,15,2,10,0,4,1,39,0,47,10,1201,99,27
22316,4,4,2,6,0,4,1,26,0,40,3,0,0,35
22317,4,5,2,6,0,4,1,39,0,50,4,0,452,53
22318,5,15,2,1,5,4,0,39,1,46,10,0,0,25
22319,2,9,2,10,0,4,1,39,0,52,13,467,52,60
22320,4,11,2,1,0,4,1,39,0,42,9,324,0,34
22321,4,9,3,10,1,4,0,39,0,36,13,0,0,37
22322,0,1,4,0,3,4,1,39,0,18,7,0,227,31
22323,4,7,2,3,0,4,1,39,0,49,12,1281,892,39
22324,6,9,2,5,0,4,1,39,0,52,13,0,732,21
22325,2,12,0,10,1,4,0,39,0,53,14,563,602,58
22326,2,12,4,10,1,4,0,39,0,29,14,270,400,46
22327,4,6,4,7,1,4,0,39,0,32,5,0,0,25
22328,4,15,4,4,1,2,1,39,0,29,10,0,0,40
22329,4,1,4,12,3,4,1,39,0,17,7,0,0,31
22330,5,10,2,10,0,4,1,0,1,54,16,0,0,50
22331,4,12,2,10,0,4,1,39,0,37,14,1553,322,39
22332,4,9,4,10,1,4,1,39,1,29,13,39617,179,47
22333,4,4,4,6,1,4,1,26,0,24,3,0,0,38
22334,4,1,4,6,4,4,1,39,0,26,7,0,0,20
22335,4,11,2,13,0,4,1,39,1,52,9,1915,2,69
22336,2,9,4,4,1,4,0,39,0,33,13,0,0,34
22337,0,9,6,0,1,4,1,39,0,73,13,0,0,4
22338,6,12,4,10,1,4,0,39,0,38,14,0,0,51
22339,4,11,0,1,1,4,0,39,0,33,9,0,343,48
22340,4,11,0,12,4,4,0,2,0,37,9,0,0,25
22341,4,11,2,3,0,4,1,39,0,47,9,429,287,35
22342,4,9,2,4,0,4,1,39,1,49,13,9752,511,50
22343,0,2,4,0,2,2,1,39,0,30,8,393,0,23
22344,4,2,2,3,0,4,1,39,0,29,8,0,0,29
22345,4,4,4,8,1,4,1,13,0,19,3,0,0,50
22346,4,12,2,4,0,4,1,39,1,48,14,14975,125,52
22347,4,15,0,1,4,4,0,39,0,44,10,1396,11,42
22348,7,10,0,10,4,4,0,39,0,57,16,0,0,50
22349,4,15,5,3,4,4,1,39,0,37,10,0,0,45
22350,4,11,4,12,1,4,1,8,0,37,9,0,2339,40
22351,4,4,2,6,5,4,0,26,0,23,3,0,0,40
22352,4,2,4,12,2,4,1,39,0,22,8,447,0,45
22353,4,15,4,12,3,4,1,0,0,20,10,0,0,25
22354,4,15,2,3,0,4,1,39,1,25,10,3248,101,45
22355,4,11,5,4,4,4,0,39,0,25,9,0,0,28
22356,4,9,2,4,0,4,1,39,1,30,13,14874,737,38
22357,4,1,4,8,3,4,0,39,0,18,7,41,1,22
22358,4,11,2,3,0,4,1,39,0,36,9,1041,173,55
22359,4,9,4,12,1,4,1,39,0,26,13,337,224,50
22360,4,9,2,4,0,4,1,39,1,34,13,24508,426,43
22361,4,1,4,5,2,4,0,33,0,23,7,0,0,40
22362,4,5,0,1,1,4,0,39,0,54,4,0,0,40
22363,4,9,2,4,0,4,1,9,1,26,13,1085,491,45
22364,4,15,2,12,0,4,1,39,1,51,10,6054,1145,49
22365,4,11,2,1,0,4,1,39,0,46,9,387,0,50
22366,4,7,2,3,0,4,1,39,0,36,12,346,790,44
22367,4,11,4,8,3,4,0,39,0,44,9,1163,168,33
22368,2,12,0,10,1,4,1,39,1,59,14,0,0,40
22369,4,0,4,12,3,4,1,39,0,19,6,0,0,24
22370,4,15,4,13,1,4,1,39,0,29,10,763,0,48
22371,4,11,2,3,0,4,1,39,1,50,9,31696,614,50
22372,0,9,2,0,0,4,1,39,1,53,13,21227,45,46
22373,0,11,0,0,2,2,0,39,0,28,9,0,1721,40
22374,4,11,5,3,1,2,1,39,0,35,9,0,0,40
22375,2,5,4,5,3,4,1,39,0,18,4,0,0,40
22376,0,15,4,0,2,4,0,39,0,20,10,0,0,28
22377,4,15,4,8,3,4,0,39,0,18,10,149,138,18
22378,4,11,2,7,0,4,1,39,0,34,9,130,272,37
22379,4,8,4,7,1,4,1,39,0,31,11,0,0,40
22380,4,15,0,1,1,4,1,39,0,30,10,2833,0,44
22381,4,9,2,10,0,4,1,0,1,56,13,3845,0,53
22382,4,11,2,12,0,4,1,39,0,72,9,1752,306,27
22383,4,9,2,4,0,4,1,39,1,36,13,6564,1164,59
22384,4,12,2,10,0,4,1,39,0,45,14,67,300,36
22385,6,9,0,10,2,4,1,39,1,32,13,0,0,35
22386,4,9,4,13,1,4,0,39,0,32,13,0,1101,49
