,b,c,e,f,g,h,i,m,n,a,d,j,k,l
2670,4,7,4,3,4,4,1,39,0,27.0,12.0,0.0,0.0,40.0
2671,4,5,6,8,4,4,0,39,0,40.56,4.0,0.0,0.0,63.89
2672,4,11,2,7,0,4,1,39,1,39.3,9.0,1995.14,424.36,45.86
2673,4,5,5,8,3,4,1,26,0,28.0,4.0,0.0,0.0,60.0
2674,4,11,0,9,4,4,0,4,0,42.0,9.0,0.0,0.0,60.0
2675,4,15,2,5,0,4,1,39,1,25.78,10.0,401.86,772.91,66.75
2676,0,9,2,0,5,3,0,0,1,38.0,13.0,7688.0,0.0,50.0
2677,4,11,2,7,0,4,1,39,0,23.08,9.0,1363.13,328.72,41.12
2678,4,4,4,8,1,4,0,26,0,28.9,3.0,0.0,0.0,40.0
2679,4,15,4,12,3,4,0,39,0,24.44,10.0,546.4,127.77,26.19
2680,4,15,4,6,3,4,1,39,0,22.07,10.0,0.0,107.01,25.06
2681,4,15,2,4,0,4,1,39,0,33.3,10.0,388.08,490.18,51.87
2682,0,0,2,0,0,4,1,39,0,42.44,6.0,252.64,0.0,38.99
2683,4,11,0,12,2,4,0,39,0,53.89,9.0,0.0,0.0,44.36
2684,4,11,4,1,1,4,1,39,0,31.34,9.0,390.16,0.0,38.0
2685,5,7,4,4,1,4,1,39,1,43.0,12.0,27828.0,0.0,45.0
2686,0,14,2,0,0,4,1,39,0,63.23,15.0,67.72,73.35,58.9
2687,4,11,2,14,0,4,1,39,0,52.46,9.0,1021.04,115.36,56.09
2688,4,9,4,4,1,4,1,39,1,42.67,13.0,5836.47,60.1,47.0
2689,4,9,4,1,3,4,0,39,0,39.91,13.0,574.4,0.0,38.76
2690,6,11,4,4,1,4,1,39,0,64.36,9.0,969.47,0.0,28.03
2691,1,12,4,4,1,4,0,39,1,40.61,14.0,22700.55,0.0,41.92
2692,4,12,0,10,3,4,0,39,1,34.0,14.0,0.0,0.0,60.0
2693,4,7,4,13,1,4,0,39,0,31.59,12.0,0.0,1837.92,39.39
2694,4,11,4,1,3,4,0,39,0,29.86,9.0,345.33,0.0,54.81
2695,4,11,4,7,3,4,1,39,0,23.6,9.0,199.98,361.08,50.73
2696,4,11,2,7,0,2,1,39,0,33.04,9.0,349.83,0.0,38.66
2697,4,11,2,14,0,4,1,39,1,43.58,9.0,643.3,951.56,30.11
2698,4,15,4,1,1,4,0,26,0,29.0,10.0,0.0,0.0,60.0
2699,4,9,4,11,3,4,1,39,0,23.0,13.0,0.0,0.0,50.0
2700,4,15,4,12,1,2,1,39,0,44.09,10.0,0.0,0.0,36.78
2701,7,9,3,5,1,2,1,0,0,34.0,13.0,0.0,0.0,40.0
2702,4,12,3,10,1,4,0,39,0,57.0,14.0,0.0,0.0,40.0
2703,4,1,4,14,2,4,1,13,0,20.0,7.0,0.0,0.0,40.0
2704,4,11,2,3,0,4,1,39,0,50.92,9.0,74.46,883.78,38.98
2705,4,11,0,14,1,4,1,39,0,39.7,9.0,0.0,574.45,58.45
2706,4,15,2,3,0,4,1,39,0,46.59,10.0,1373.3,385.74,50.85
2707,6,0,4,3,1,4,1,39,0,41.17,6.0,0.0,0.0,52.5
2708,4,15,4,12,3,4,0,39,0,26.8,10.0,280.21,78.6,21.92
2709,4,11,2,4,0,4,1,39,0,28.92,9.0,180.89,163.43,38.93
2710,0,9,2,0,0,4,1,39,0,66.26,13.0,1580.68,494.05,15.72
2711,4,15,2,12,0,4,1,39,1,37.24,10.0,7938.67,94.68,34.03
2712,4,9,2,4,0,4,1,39,1,43.85,13.0,7527.36,387.11,57.9
2713,4,8,6,10,1,4,0,39,0,60.13,11.0,0.0,0.0,38.22
2714,4,11,4,8,1,4,0,39,0,32.7,9.0,277.78,492.05,37.86
2715,1,7,2,13,0,2,1,39,0,51.0,12.0,0.0,0.0,40.0
2716,2,11,2,3,0,4,1,39,0,56.74,9.0,409.35,1159.82,68.93
2717,4,11,4,3,3,4,1,39,0,29.1,9.0,52.58,343.8,52.6
2718,4,15,2,4,5,2,0,39,1,47.0,10.0,0.0,0.0,40.0
2719,0,11,2,0,0,4,1,39,0,66.99,9.0,967.78,131.29,22.08
2720,5,9,2,4,0,2,1,39,1,45.0,13.0,0.0,0.0,45.0
2721,7,11,0,1,1,4,0,39,0,49.06,9.0,0.0,265.78,34.62
2722,4,15,2,3,0,4,1,39,1,41.99,10.0,2429.82,710.71,37.14
2723,4,11,2,14,0,4,1,2,1,46.0,9.0,0.0,1902.0,70.0
2724,4,1,4,8,3,4,1,39,0,17.52,7.0,921.48,185.42,27.67
2725,4,15,5,1,2,4,0,39,0,36.0,10.0,0.0,0.0,40.0
2726,6,5,2,5,0,4,1,39,0,75.57,4.0,0.0,0.0,62.03
2727,4,1,6,12,1,4,0,39,0,63.0,7.0,2176.0,0.0,30.0
2728,6,11,5,8,4,4,0,39,0,34.05,9.0,0.0,0.0,34.58
2729,4,1,6,3,1,4,1,39,0,50.74,7.0,449.92,0.0,40.0
2730,0,9,2,0,0,4,1,39,1,60.54,13.0,14335.23,392.57,18.8
2731,4,11,4,12,3,2,1,39,0,25.51,9.0,0.0,0.0,41.79
2732,4,15,2,12,0,4,1,39,0,55.3,10.0,1337.95,660.82,59.12
2733,0,11,4,0,3,4,0,39,0,25.97,9.0,444.34,379.25,36.49
2734,4,11,4,3,2,4,1,39,0,28.58,9.0,520.54,0.0,51.67
2735,4,11,5,8,1,4,0,39,0,47.75,9.0,709.14,0.0,29.8
2736,4,11,0,4,1,4,1,39,0,38.54,9.0,198.59,0.0,52.5
2737,4,11,4,13,3,1,1,3,1,34.0,9.0,14084.0,0.0,35.0
2738,1,15,4,1,3,4,0,39,0,31.62,10.0,0.0,0.0,16.47
2739,4,9,2,10,0,4,1,39,1,40.72,13.0,5851.39,862.6,38.44
2740,0,11,2,0,0,4,1,39,0,69.44,9.0,966.25,151.84,27.24
2741,7,15,2,4,0,4,1,39,0,37.06,10.0,815.83,402.42,49.35
2742,4,12,2,3,0,4,1,39,1,52.84,14.0,8826.94,242.76,50.17
2743,4,11,2,4,0,4,1,39,0,37.87,9.0,418.99,93.4,27.93
2744,4,11,4,7,4,4,1,39,0,29.08,9.0,2366.7,486.81,54.89
2745,4,11,4,1,3,4,0,39,0,31.97,9.0,1408.22,0.0,30.53
2746,4,11,2,13,5,4,0,39,0,32.78,9.0,0.0,0.0,36.06
2747,4,11,4,8,3,4,1,39,0,30.98,9.0,211.53,455.59,35.65
2748,6,11,2,5,0,4,1,39,0,47.73,9.0,80.91,78.32,68.77
2749,1,7,2,1,0,4,1,39,0,50.22,12.0,0.0,0.0,49.26
2750,4,15,4,14,1,4,1,39,0,25.13,10.0,3608.73,0.0,48.95
2751,4,11,2,6,5,4,0,39,1,43.89,9.0,0.0,0.0,42.22
2752,4,9,2,10,0,4,1,0,1,31.44,13.0,19183.9,0.0,43.92
2753,4,11,0,12,1,4,1,39,0,32.64,9.0,2097.75,85.27,47.81
2754,2,12,4,10,1,2,0,39,0,39.28,14.0,0.0,579.18,39.35
2755,4,9,2,10,0,4,1,39,1,37.26,13.0,13248.09,41.5,38.73
2756,4,15,4,6,3,4,0,39,0,21.59,10.0,0.0,0.0,24.7
2757,4,0,2,7,0,4,1,39,1,49.13,6.0,0.0,0.0,42.29
2758,4,3,2,5,0,4,1,39,0,56.59,2.0,0.0,0.0,43.59
2759,0,0,2,0,0,4,1,39,0,79.63,6.0,250.62,0.0,44.22
2760,4,6,2,5,0,4,1,39,0,43.12,5.0,0.0,0.0,43.31
2761,2,11,0,3,1,4,1,39,1,64.0,9.0,0.0,0.0,40.0
2762,4,12,2,4,0,4,1,39,1,42.49,14.0,4687.49,1158.95,49.54
2763,6,0,4,5,3,4,1,39,0,17.02,6.0,0.0,0.0,39.48
2764,1,9,4,13,1,4,1,39,0,32.14,13.0,0.0,0.0,48.1
2765,2,11,4,8,3,4,1,39,0,31.34,9.0,0.0,0.0,39.05
2766,6,0,2,8,0,4,1,39,0,44.0,6.0,0.0,0.0,70.0
2767,0,11,2,0,0,4,1,39,0,62.74,9.0,1228.05,745.99,53.29
2768,4,15,2,7,0,4,1,39,1,37.93,10.0,43.66,634.09,42.18
2769,4,11,0,4,1,4,0,39,0,50.36,9.0,204.96,215.2,36.53
2770,4,8,0,11,1,2,1,39,0,46.0,11.0,0.0,0.0,40.0
2771,7,8,2,13,0,4,1,39,0,35.38,11.0,2830.88,0.0,41.26
2772,0,11,2,0,0,4,1,39,0,51.61,9.0,655.57,394.48,52.53
2773,6,11,2,5,0,4,1,39,0,42.13,9.0,42.55,598.26,75.98
2774,4,15,2,7,0,4,1,39,0,38.11,10.0,1052.88,340.34,50.79
2775,4,0,6,14,1,4,0,39,0,68.4,6.0,1620.91,0.0,30.52
2776,7,11,2,1,0,4,1,39,0,33.78,9.0,1094.47,751.71,39.87
2777,4,1,5,8,4,2,1,39,0,35.16,7.0,0.0,0.0,38.93
2778,6,11,2,3,0,4,1,39,0,52.48,9.0,2288.05,503.85,72.87
2779,4,11,5,13,1,4,0,39,0,35.1,9.0,0.0,0.0,30.59
2780,5,8,2,4,0,4,1,39,0,57.39,11.0,2996.1,0.0,46.36
2781,4,11,2,6,0,4,1,39,0,43.79,9.0,1413.53,121.83,39.81
2782,4,15,6,4,1,4,0,11,0,47.0,10.0,0.0,0.0,45.0
2783,4,9,4,10,3,4,1,39,0,35.21,13.0,0.0,446.74,38.71
2784,4,9,2,4,0,2,1,39,1,32.72,13.0,61.57,772.79,39.69
2785,0,15,4,0,3,4,0,39,0,23.07,10.0,132.16,6.74,39.42
2786,4,11,4,1,3,4,0,39,0,24.34,9.0,56.84,0.0,35.8
2787,4,8,2,4,0,2,1,39,0,44.0,11.0,0.0,0.0,40.0
2788,0,11,2,0,5,4,0,39,0,51.36,9.0,1614.85,105.87,34.24
2789,4,15,4,8,3,2,1,0,0,19.89,10.0,0.0,0.0,37.73
2790,1,11,4,3,3,2,0,39,0,44.0,9.0,0.0,0.0,40.0
2791,4,11,4,8,3,4,0,39,0,31.72,9.0,8742.41,283.93,11.01
2792,4,15,2,6,0,4,1,39,0,36.82,10.0,1403.69,736.33,42.99
2793,4,6,0,3,1,4,1,39,0,38.68,5.0,0.0,0.0,49.04
2794,4,9,4,1,3,2,0,39,0,27.24,13.0,0.0,0.0,35.54
2795,6,14,2,10,5,4,0,39,0,55.0,15.0,0.0,0.0,10.0
2796,4,13,4,8,2,4,0,26,0,31.0,1.0,0.0,0.0,35.0
2797,4,7,4,8,3,4,0,39,0,38.84,12.0,0.0,113.37,9.91
2798,6,11,2,5,0,4,1,39,0,36.33,9.0,45.92,216.26,48.0
2799,5,7,2,4,5,4,0,39,1,39.89,12.0,0.0,0.0,38.79
2800,6,9,2,12,0,4,1,39,1,48.89,13.0,5341.92,334.45,71.35
2801,2,11,2,3,0,4,1,39,1,45.07,9.0,2312.53,40.65,43.57
2802,2,15,0,1,4,4,0,39,0,49.32,10.0,0.0,0.0,36.99
2803,0,13,2,0,0,4,1,39,0,55.48,1.0,0.0,0.0,32.29
2804,4,15,0,12,1,4,0,39,0,58.42,10.0,546.98,0.0,50.55
2805,2,9,5,10,1,4,1,39,1,50.0,13.0,0.0,0.0,40.0
2806,4,1,4,1,3,2,1,39,0,18.0,7.0,0.0,0.0,20.0
2807,6,11,4,10,4,4,0,6,1,22.0,9.0,99999.0,0.0,40.0
2808,2,11,2,1,0,4,1,39,0,46.62,9.0,0.0,0.0,26.51
2809,4,11,2,8,0,4,1,8,0,27.0,9.0,0.0,0.0,40.0
2810,4,14,2,10,0,4,1,39,1,30.95,15.0,4517.84,1412.79,66.88
2811,6,11,4,3,1,4,1,39,0,35.31,9.0,1319.48,7.87,45.6
2812,4,9,2,12,0,4,1,39,1,40.09,13.0,2767.38,476.64,59.19
2813,4,11,0,4,4,4,0,39,0,33.4,9.0,194.38,82.8,43.94
2814,4,0,2,8,0,4,1,5,1,56.0,6.0,0.0,0.0,35.0
2815,4,7,2,13,0,4,1,39,1,39.62,12.0,1407.74,175.31,44.36
2816,4,11,4,8,2,4,0,39,0,24.85,9.0,184.62,0.0,42.64
2817,7,12,2,4,0,4,1,39,0,34.32,14.0,0.0,0.0,39.0
2818,4,12,2,10,0,4,1,0,0,39.32,14.0,0.0,0.0,33.18
2819,4,9,4,10,3,4,1,0,0,26.0,13.0,0.0,0.0,40.0
2820,6,9,2,1,5,4,0,39,1,46.87,13.0,68512.99,0.0,35.3
2821,4,8,4,5,1,4,1,39,0,41.95,11.0,0.0,0.0,23.07
2822,2,12,3,10,1,4,0,39,0,49.52,14.0,0.0,0.0,38.09
2823,4,9,2,10,0,4,1,39,0,40.49,13.0,202.67,26.53,40.14
2824,4,9,2,4,0,4,1,39,1,47.5,13.0,6572.38,186.48,50.11
2825,0,15,4,0,3,4,0,39,0,21.03,10.0,172.98,727.52,18.6
2826,4,4,6,8,4,4,1,39,0,82.0,3.0,0.0,0.0,20.0
2827,6,5,2,12,0,4,1,39,0,51.59,4.0,0.0,0.0,68.3
2828,6,15,2,5,0,4,1,39,0,45.32,10.0,435.48,96.08,32.12
2829,4,11,4,12,4,4,0,39,0,42.97,9.0,0.0,0.0,52.65
2830,2,12,2,4,0,4,1,39,0,35.8,14.0,0.0,0.0,45.24
2831,4,9,4,6,3,4,1,39,0,23.42,13.0,0.0,0.0,38.07
2832,4,11,2,4,0,4,1,39,1,36.86,9.0,6917.83,327.41,37.36
2833,4,7,0,13,3,4,0,39,0,25.0,12.0,0.0,1594.0,25.0
2834,4,0,4,6,1,4,1,39,0,25.41,6.0,0.0,0.0,33.38
2835,4,11,4,7,3,2,1,39,0,18.45,9.0,0.0,0.0,26.11
2836,4,15,2,12,0,4,1,39,1,31.44,10.0,8779.73,193.5,45.67
2837,4,11,2,12,0,4,1,39,0,55.96,9.0,1797.1,237.83,48.02
2838,4,15,4,10,1,4,0,39,0,36.86,10.0,1356.2,0.0,19.02
2839,6,15,2,12,0,4,1,39,0,74.28,10.0,1639.52,223.57,34.14
2840,6,15,2,5,0,4,1,39,1,56.06,10.0,254.53,997.24,59.3
2841,2,15,4,8,1,4,0,39,0,21.0,10.0,0.0,519.6,35.55
2842,4,11,4,3,1,4,1,39,0,30.76,9.0,323.9,12.84,30.7
2843,4,9,2,4,0,4,1,39,1,30.58,13.0,38587.01,1021.99,53.24
2844,4,11,4,14,4,4,1,26,0,24.27,9.0,0.0,0.0,40.0
2845,4,11,4,8,2,4,0,18,0,54.0,9.0,0.0,0.0,20.0
2846,4,11,4,8,1,1,1,24,0,34.0,9.0,0.0,0.0,40.0
2847,4,9,2,12,0,4,1,39,0,33.84,13.0,159.31,307.18,47.17
2848,4,8,2,4,0,4,1,39,1,35.78,11.0,5492.78,187.18,52.2
2849,4,15,4,6,1,4,1,39,0,37.5,10.0,0.0,0.0,39.0
2850,7,12,0,10,4,4,0,39,0,46.33,14.0,1106.61,1322.79,39.7
2851,4,1,6,3,1,4,1,39,0,49.56,7.0,2067.41,0.0,40.0
2852,4,12,4,10,4,4,0,39,0,39.1,14.0,0.0,0.0,39.91
2853,2,7,2,1,0,4,1,39,0,37.1,12.0,0.0,0.0,40.0
2854,4,0,2,3,0,4,1,39,0,38.66,6.0,1779.8,194.68,40.41
2855,0,0,4,0,3,2,1,39,0,18.92,6.0,0.0,0.0,34.54
2856,4,15,2,3,0,4,1,39,0,35.16,10.0,1129.2,267.24,44.49
2857,7,11,2,1,0,4,1,39,0,40.93,9.0,97.6,377.78,39.6
2858,4,7,5,8,1,4,1,39,0,28.0,12.0,0.0,0.0,40.0
2859,4,11,4,1,1,2,0,39,0,38.0,9.0,1865.28,199.72,32.83
2860,6,9,4,12,1,4,1,39,1,39.83,13.0,13592.23,0.0,49.58
2861,7,12,2,4,0,4,1,0,0,37.0,14.0,0.0,0.0,40.0
2862,7,7,2,14,0,4,1,39,0,47.0,12.0,0.0,0.0,40.0
2863,4,11,2,1,5,4,0,39,0,23.21,9.0,2140.33,322.47,48.72
2864,4,15,2,12,0,4,1,39,0,48.48,10.0,205.14,513.08,75.03
2865,4,12,2,10,0,4,1,39,1,48.88,14.0,10283.97,703.92,44.94
2866,2,15,4,11,3,4,1,39,0,21.85,10.0,0.0,990.35,29.9
2867,7,12,6,10,4,4,0,39,0,48.45,14.0,0.0,0.0,50.83
2868,4,15,4,12,3,4,1,39,0,31.84,10.0,76.34,150.64,26.53
2869,4,15,2,4,0,4,1,39,0,44.63,10.0,1510.14,34.83,48.06
2870,6,8,4,5,1,4,1,39,0,24.63,11.0,0.0,0.0,61.85
2871,0,12,2,0,5,4,0,39,0,56.57,14.0,0.0,0.0,25.59
2872,1,9,0,10,1,4,1,39,0,44.14,13.0,0.0,0.0,40.0
2873,5,9,2,4,0,4,1,11,1,54.32,13.0,7842.98,0.0,53.89
2874,6,0,3,14,1,4,1,39,0,53.0,6.0,0.0,0.0,99.0
2875,4,11,4,8,3,0,0,39,0,19.0,9.0,0.0,0.0,35.0
2876,4,5,4,8,2,4,1,13,0,27.0,4.0,0.0,0.0,35.0
2877,4,11,2,3,0,4,1,39,1,48.74,9.0,19117.11,536.82,37.71
2878,5,8,4,4,1,4,1,39,0,41.0,11.0,0.0,0.0,48.0
2879,4,11,2,14,0,4,1,39,0,38.16,9.0,397.75,259.24,48.78
2880,4,9,2,12,0,4,1,39,0,55.59,13.0,1546.24,552.94,36.36
2881,4,11,6,12,1,4,0,39,0,56.71,9.0,99.83,55.08,32.7
2882,1,15,2,4,5,1,0,30,1,53.0,10.0,0.0,1887.0,40.0
2883,4,9,4,1,1,4,1,39,0,34.85,13.0,119.28,80.5,37.75
2884,4,4,6,8,4,4,1,39,0,82.0,3.0,0.0,0.0,20.0
2885,2,9,4,1,1,2,1,39,0,33.0,13.0,0.0,0.0,40.0
2886,4,12,4,13,4,2,0,0,0,34.0,14.0,0.0,0.0,40.0
2887,4,1,2,3,0,4,1,39,0,38.47,7.0,439.77,68.51,39.91
2888,4,15,2,3,0,4,1,39,0,35.77,10.0,1683.59,204.55,48.65
2889,4,15,0,7,1,4,1,39,0,32.45,10.0,653.16,63.07,47.9
2890,4,11,0,4,4,4,0,39,1,38.0,9.0,0.0,0.0,42.69
2891,5,15,2,3,0,4,1,39,1,40.9,10.0,3417.69,0.0,43.3
2892,4,11,2,3,0,4,1,39,0,53.85,9.0,326.02,375.24,47.0
2893,7,15,0,1,4,2,0,39,0,36.95,10.0,0.0,0.0,36.01
2894,6,8,4,1,1,4,0,39,0,31.68,11.0,931.32,0.0,52.09
2895,6,8,0,14,1,4,1,39,0,49.0,11.0,0.0,0.0,48.0
2896,0,1,4,0,3,4,0,39,0,17.34,7.0,0.0,0.0,36.34
2897,4,15,4,8,3,4,0,39,0,20.69,10.0,219.68,132.96,28.9
2898,4,15,4,14,4,2,0,39,0,42.0,10.0,0.0,0.0,40.0
2899,4,15,2,12,0,4,1,39,0,64.76,10.0,70.96,846.8,35.69
2900,4,11,2,3,0,4,1,39,0,46.7,9.0,1490.53,246.35,33.85
2901,4,9,4,8,1,4,0,39,0,42.41,13.0,0.0,0.0,26.99
2902,4,11,2,14,0,4,1,39,1,33.78,9.0,123.65,392.35,41.74
2903,6,9,4,12,1,4,1,39,0,30.96,13.0,0.0,0.0,46.51
2904,4,7,5,8,4,2,0,39,0,36.0,12.0,0.0,0.0,32.0
2905,4,3,4,9,1,4,0,13,0,25.0,2.0,0.0,0.0,40.0
2906,2,11,4,8,4,2,0,39,0,23.35,9.0,0.0,0.0,48.78
2907,7,9,2,1,0,4,1,39,1,45.31,13.0,1746.47,206.95,42.4
2908,4,8,4,1,4,2,0,39,0,34.29,11.0,0.0,0.0,39.84
2909,4,0,6,8,1,4,0,39,0,61.99,6.0,0.0,0.0,24.99
2910,5,15,2,12,0,4,1,39,0,53.6,10.0,3431.56,409.87,54.1
2911,4,11,3,5,4,3,1,26,0,37.0,9.0,0.0,0.0,40.0
2912,4,8,2,8,0,4,1,39,0,32.68,11.0,0.0,0.0,41.0
2913,4,15,2,12,0,4,1,39,0,42.04,10.0,1140.78,284.1,41.98
2914,4,7,4,1,1,4,0,39,0,29.06,12.0,0.0,0.0,34.78
2915,5,11,2,4,0,4,1,39,0,66.66,9.0,1326.28,131.15,42.4
2916,4,15,0,3,1,4,1,39,0,45.86,10.0,441.36,269.82,38.49
2917,4,9,2,4,0,4,1,39,1,28.78,13.0,36886.94,711.14,40.09
2918,2,15,2,11,0,4,1,39,0,26.21,10.0,961.11,0.0,47.16
2919,4,15,4,8,3,4,0,39,0,23.5,10.0,363.89,117.71,21.3
2920,4,9,2,4,0,4,1,39,1,47.03,13.0,20521.44,214.68,56.68
2921,4,9,4,10,1,4,0,39,1,44.29,13.0,4388.8,125.14,52.84
2922,4,9,4,12,1,4,1,39,0,38.61,13.0,583.04,449.89,43.93
2923,4,15,0,12,1,4,1,39,0,33.25,10.0,1514.93,186.68,52.98
2924,4,1,2,3,0,4,1,39,0,45.09,7.0,312.14,228.41,45.02
2925,0,15,4,0,1,4,0,39,0,24.9,10.0,0.0,381.81,10.63
2926,0,11,6,0,1,4,0,39,0,62.68,9.0,345.52,0.29,20.39
2927,4,15,2,10,5,4,0,39,1,52.71,10.0,2139.23,788.82,41.87
2928,4,9,2,10,0,1,1,3,0,59.0,13.0,0.0,0.0,40.0
2929,4,7,4,6,3,4,1,39,0,22.46,12.0,0.0,0.0,21.06
2930,4,15,0,7,1,4,1,39,0,34.21,10.0,386.35,611.8,41.86
2931,4,11,2,13,0,4,1,39,1,45.82,9.0,4151.69,139.96,56.47
2932,4,11,4,8,3,4,1,39,0,20.99,9.0,477.41,13.84,46.26
2933,4,15,4,12,1,4,0,39,0,27.36,10.0,0.0,469.06,24.86
2934,4,15,2,7,0,4,1,39,0,47.6,10.0,139.92,26.81,39.25
2935,4,15,4,6,3,4,0,39,0,20.72,10.0,0.0,0.0,34.13
2936,4,15,4,7,3,4,1,39,0,23.94,10.0,0.0,0.0,40.49
2937,0,11,6,0,1,4,1,39,0,88.19,9.0,114.12,0.0,13.35
2938,0,15,4,0,3,4,1,39,0,23.75,10.0,71.82,50.91,17.48
2939,4,15,0,7,1,4,0,39,0,38.26,10.0,0.0,0.0,39.9
2940,1,11,2,11,0,4,1,39,0,36.77,9.0,0.0,0.0,50.72
2941,4,9,2,8,0,4,1,39,0,32.84,13.0,558.36,0.0,29.2
2942,6,15,4,1,3,4,0,39,0,20.9,10.0,0.0,0.0,26.94
2943,7,9,2,4,0,4,1,39,1,46.61,13.0,6578.07,906.31,54.27
2944,4,11,4,5,4,4,1,39,0,29.43,9.0,0.0,0.0,43.66
2945,4,11,0,14,1,4,1,39,0,51.39,9.0,0.0,33.36,34.73
2946,4,9,4,13,1,4,1,39,0,23.62,13.0,249.36,225.76,37.81
2947,5,8,2,3,0,4,1,39,1,42.86,11.0,0.0,1976.59,52.97
2948,0,1,2,0,0,4,1,39,0,37.2,7.0,173.97,285.63,11.48
2949,4,9,2,1,0,4,1,39,1,60.47,13.0,3444.66,671.03,32.57
2950,4,7,0,1,3,4,0,39,0,34.28,12.0,0.0,1059.45,39.98
2951,4,3,2,8,3,1,0,40,0,24.0,2.0,0.0,0.0,5.0
2952,4,11,2,6,0,4,1,39,0,48.15,9.0,1274.9,248.13,53.0
2953,4,9,2,10,0,4,1,39,1,39.07,13.0,1632.64,727.8,60.01
2954,4,11,6,4,4,4,1,39,0,23.0,9.0,0.0,0.0,38.0
2955,4,8,4,12,2,4,0,8,0,33.0,11.0,0.0,0.0,40.0
2956,4,15,0,1,1,4,1,39,0,36.75,10.0,4097.02,0.0,36.86
2957,6,15,2,12,0,4,1,39,0,62.72,10.0,1600.86,212.94,33.35
2958,4,11,2,3,0,4,1,39,1,42.42,9.0,28857.78,266.47,46.94
2959,4,9,4,4,1,4,0,39,0,37.24,13.0,223.94,323.73,45.83
2960,4,15,4,12,3,2,1,39,0,24.27,10.0,0.0,0.0,60.76
2961,4,8,0,4,1,4,0,39,0,51.29,11.0,0.0,0.0,48.8
2962,6,11,2,5,0,4,1,39,1,56.08,9.0,4634.8,579.37,41.02
2963,4,15,5,12,4,4,0,39,0,52.4,10.0,0.0,250.93,21.67
2964,4,11,2,3,0,4,1,39,1,37.41,9.0,807.56,15.04,58.01
2965,4,9,2,10,0,4,1,39,0,28.58,13.0,653.36,115.66,40.09
2966,2,7,0,10,4,2,0,39,0,72.0,12.0,0.0,0.0,16.0
2967,4,11,6,8,4,4,0,39,0,41.88,9.0,0.0,0.0,20.43
2968,4,9,4,10,1,4,1,39,1,42.15,13.0,955.6,152.35,44.27
2969,7,8,4,13,1,4,0,39,0,26.3,11.0,0.0,644.74,57.19
2970,4,13,4,7,1,4,1,39,0,55.34,1.0,0.0,0.0,16.46
2971,4,9,2,1,5,4,0,26,0,31.0,13.0,0.0,0.0,25.0
2972,4,9,2,1,0,4,1,39,0,52.77,13.0,0.0,61.39,35.81
2973,4,11,4,1,3,4,0,39,0,22.18,9.0,50.61,0.0,43.2
2974,4,11,4,10,1,4,1,39,0,41.23,9.0,70.66,0.0,37.28
2975,0,1,0,0,4,4,0,2,0,28.0,7.0,0.0,0.0,58.0
2976,4,11,0,14,4,4,1,39,0,49.67,9.0,1964.58,0.0,44.83
2977,1,11,0,1,4,2,0,39,0,37.29,9.0,0.0,0.0,37.35
2978,4,15,5,4,4,4,0,39,0,35.2,10.0,0.0,0.0,49.3
2979,0,3,2,0,0,1,1,30,0,69.0,2.0,0.0,0.0,34.0
2980,6,1,5,14,1,4,1,39,0,29.0,7.0,0.0,0.0,60.0
2981,4,8,4,10,3,4,0,39,0,27.64,11.0,0.0,0.0,39.99
2982,4,11,2,1,5,4,0,11,1,48.0,9.0,0.0,0.0,40.0
2983,4,11,4,3,3,4,1,39,0,24.09,9.0,67.53,73.58,55.23
2984,4,15,0,1,4,4,0,39,0,26.84,10.0,37.12,3.28,46.76
2985,4,11,4,14,4,4,1,39,0,42.34,9.0,0.0,0.0,49.1
2986,4,12,2,12,0,4,1,39,1,45.78,14.0,5517.54,45.41,46.18
2987,2,11,6,11,1,2,1,39,0,49.0,9.0,0.0,0.0,40.0
2988,4,8,4,12,3,1,1,30,0,33.0,11.0,0.0,0.0,40.0
2989,4,11,2,3,0,4,1,39,1,51.07,9.0,11867.89,577.0,60.09
2990,4,5,2,3,0,4,1,39,0,67.06,4.0,2727.97,0.0,49.1
2991,6,15,2,12,0,4,1,39,1,48.37,10.0,96384.53,601.37,47.11
2992,1,15,2,1,0,4,1,39,1,40.54,10.0,688.32,1183.9,43.07
2993,4,9,2,10,5,4,0,39,1,45.84,13.0,10289.64,852.09,46.86
2994,2,9,4,10,1,4,1,39,0,47.71,13.0,0.0,49.72,32.99
2995,4,9,4,1,1,4,0,39,0,30.62,13.0,120.08,174.14,25.87
2996,5,11,4,8,4,1,1,40,0,33.0,9.0,0.0,0.0,40.0
2997,4,12,2,10,0,4,1,39,0,47.16,14.0,542.24,315.38,69.76
2998,4,9,4,6,2,4,1,39,0,28.0,13.0,0.0,0.0,25.0
2999,4,11,2,12,0,4,1,39,0,34.49,9.0,500.73,74.42,12.37
3000,4,15,4,12,3,4,1,39,0,30.4,10.0,175.61,134.71,35.98
3001,6,11,2,14,0,4,1,39,1,33.83,9.0,1719.87,51.81,40.01
3002,2,12,4,10,1,4,0,39,0,48.65,14.0,648.25,706.7,55.94
3003,4,9,2,12,0,4,1,39,1,41.03,13.0,14910.37,337.47,39.98
3004,4,15,4,10,4,4,0,39,0,24.86,10.0,0.0,0.0,38.26
3005,4,9,4,6,1,4,1,39,0,30.44,13.0,0.0,35.22,33.12
3006,4,15,2,3,0,4,1,39,0,40.52,10.0,2797.71,149.85,35.27
3007,4,15,2,13,0,4,1,39,0,26.68,10.0,106.54,3.82,38.59
